2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-19 07:14:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:22 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:27 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:14:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:37 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:43 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:14:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:14:58 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:15:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:15:28 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:15:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:43 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:15:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:15:59 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:16:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:16:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:16:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:16:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:16:14 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:16:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.76'}
2026-07-19 07:16:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 20, 'block_threshold': 4}
2026-07-19 07:16:44 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:16:59 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:17:14 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 20, 'block_threshold': 4}
2026-07-19 07:17:30 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:17:34 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'TLMUSDT', 'level': 0.001666, 'current': 0.00188, 'distance_pct': 11.4}
2026-07-19 07:17:34 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TLMUSDT', 'level': 0.001666}
2026-07-19 07:17:35 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'TLMUSDT', 'level': 0.00169917, 'close_below': 19}
2026-07-19 07:17:45 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:18:00 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:18:15 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 19, 'block_threshold': 4}
2026-07-19 07:18:24 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.048, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.28}
2026-07-19 07:18:25 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ESPORTSUSDT', 'level': 0.045338, 'strength': 4}
2026-07-19 07:18:31 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 19, 'block_threshold': 4}
2026-07-19 07:18:46 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 18, 'block_threshold': 4}
2026-07-19 07:19:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 22, 'block_threshold': 4}
2026-07-19 07:19:16 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:19:31 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 21, 'block_threshold': 4}
2026-07-19 07:20:27 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.0018833107142857144, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 07:20:27 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0018683}
2026-07-19 07:20:27 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'AKEUSDT', 'level': 0.00186226, 'event': 'bounce', 'fill_depth': 0.1320975588800661}
2026-07-19 07:20:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 23, 'block_threshold': 4}
2026-07-19 07:20:27 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'AKEUSDT', 'level': 0.0018683, 'approach_count': 23}
2026-07-19 07:20:27 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.0018833107142857144, 'from_support': 0.0018683}
2026-07-19 07:20:27 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0018833107142857144, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 07:20:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:20:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:20:37 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:20:42 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:22 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-19 07:21:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:24 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'SYNUSDT', 'level': 0.214, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.82}
2026-07-19 07:21:24 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'SYNUSDT', 'health': 40, 'broken': 0, 'correction': '106%'}
2026-07-19 07:21:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:21:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:13 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:13 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:22:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:23:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:23:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:10 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:15 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
2026-07-19 07:24:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'HOMEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.62'}
